Name,Calories,FatContent,CarbohydrateContent,ProteinContent,SugarContent,SodiumContent,Images
Baked Barbecue Sauce Chicken,317.8,19.3,13.3,21.9,11.2,279.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/pic2LE4Om.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/2032/vblEOl1qTWDU0AisDrGK_0D08DEE7-67BA-4734-A76A-471B04A71EB0.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/picHA2tyd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/pic3HCWgW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/picrXssc9.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/picwKdkvv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/picIuOS5u.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/32/picCBXNBw.jpg"")"
Caribbean Chicken,178.0,5.0,2.2,29.6,0.3,572.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/47/piclOYWWB.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/47/pic2awMlD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/47/picRupyJy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/47/picJyStWF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/47/picU6lDEA.jpg""
)"
Baked Acorn Squash With Spicy Maple Syrup,143.6,4.0,28.4,1.2,12.1,7.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/YC6ccuORQHSH4Gwjslqt_Acorn1%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/picJ36kVJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/7dyH1op3R6emEv7naMLU_Acorn3%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/nw8IlkYbQHOFhfTxqmTc_Acorn2%20(1%20of%201).jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/IXHVmk6VThy39n8Rtbg2_P1010005.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/mE31q3U3SCGrU7wCBMz8_CAM00106.jpg"")"
Ramen Foo Yung,615.6,34.3,54.7,21.6,1.7,1975.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/66/pic3LPXEu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/66/picrwC5W0.jpg"")"
Red Capsicum Toasts,436.6,14.6,59.4,3.9,47.9,35.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/68/picLBhaoX.jpg"""
Rhubarb Crunch,322.4,10.8,54.7,3.0,35.6,129.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/72/picnGcKJ4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/72/pic7tKABF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/72/picpR56oK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/72/picbCkCCK.jpg"")"
Fried Rice Casserole,338.8,9.5,56.1,6.0,0.5,1148.9,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/78/pic44r62j.jpg"""
Mrs. Field's Lemon Macadamia Cookies,135.1,8.1,14.9,1.6,8.9,65.9,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/92/ZJqp4pczR6mHHK8Efk8V_Lemon%20cream%20cheese%20cookies.jpg"""
Texas Spoon Bread,207.2,9.5,22.2,8.8,0.9,522.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/05/piccc4g5T.jpg"""
Harvard Beets (Sweet Sour Red Beets),285.4,8.0,52.7,2.9,46.8,975.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/11/picWhAXnW.jpg"""
Basic Tea Biscuits,111.9,5.3,13.8,2.3,0.1,260.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/21/pic75Momy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/21/picv5Icba.jpg"")"
Prize Butter Tarts,299.6,16.0,37.2,2.8,21.5,220.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/23/picLXvGhH.jpg"""
Nurnberger,3906.9,32.8,841.2,51.4,560.3,2338.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/26/picLoXiol.jpg"""
Caribbean Key Lime Pie,3858.6,223.3,411.5,78.1,359.9,998.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/29/picpEm0J9.jpg"""
Coconut Haystacks,132.7,8.9,13.6,1.3,8.7,25.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/30/CCeC5oBQb2FPVbnXTBUg_20191117_195036.jpg"""
Coconut Haystacks II,95.3,7.7,6.7,1.2,4.8,19.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/31/picvijYvB.jpg"""
Fresh Rhubarb Pie,196.9,3.0,43.4,0.7,38.8,28.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/37/picvtFAUC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/37/piczC1y6y.jpg"")"
Buttertart Squares,294.2,12.0,44.8,3.7,32.6,127.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/41/picFoXTBA.jpg"""
African Ginger Cake,101.8,4.7,13.5,1.4,3.8,41.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/55/picaArskf.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/55/picx6EkbJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/55/picQfRFdP.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/55/picJQ1UI5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/55/picNJcxMI.jpg""
)"
Buttermilk Banana Chiffon Cake,277.2,10.4,42.5,4.5,24.7,355.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/69/picLjpATQ.jpg"""
Blackberry Pie,817.3,26.2,139.5,9.4,86.8,1027.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/85/picDWw2Gu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/85/picotxjQI.jpg"")"
Cookie Icing,0.0,0.0,0.0,0.0,0.0,0.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/96/picqsgL1h.jpg"""
Delicious Pizza Sauce,34.0,1.8,4.4,1.0,2.6,170.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/16/picLNolhA.jpg"""
Coca Cola Cake,697.4,30.9,101.7,6.3,78.8,439.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/38/AVqPQcS3RZCgrrFN5NW2-108.JPG"""
Japanese Salad Dressing,1487.5,162.2,11.7,3.3,6.6,2538.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/64/pic6a6RFO.jpg"""
Reese's Peanut Butter Cups,655.5,39.6,74.3,9.5,61.5,337.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/IKiKynptQUuiVD7Xu5n0_resses-peanut-butter-bars-3732.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/2m2vzBpaSHyPNoTuBxdi_resses-peanut-butter-bars-3738.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/nWqGWtRPyJC8Gz8i0czw_resses-peanut-butter-bars-3736.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/pictAb99q.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/picgXoAfM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/picUwjBUr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/picVGUHC3.jpg"")"
Rhubarb Squares,142.0,4.6,23.6,2.0,15.2,43.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/78/picKHe8mM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/78/picO5srfb.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/78/picoU4Z0B.jpg"")"
Chicken Fried Rice II,269.1,14.5,27.3,6.9,1.4,516.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/06/picp1VbXR.jpg"""
Brunch Eggs,383.1,25.7,19.4,18.2,2.4,840.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/28/picTKFwIL.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/28/pic6n7qdX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/28/picg3OBBT.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/28/picuBbboG.jpg"")"
Chicken Breasts Stuffed with Feta and Spinach,207.8,12.6,4.2,20.1,1.2,271.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/64/picimjIXH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/64/picWoASN5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/64/pic1l3W4l.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/64/pichLcCKh.jpg"")"
Lemon-Sour Cream Pie,360.8,25.1,32.6,3.2,26.4,103.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/87/picfyFH8f.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/2387/6EeTm7N6SWCSHDoHRdLV_4E59115B-B66B-4655-A700-F47DF2F45CE2.jpeg"")"
Good Ol' Pumpkin Pie,243.1,6.8,41.5,5.5,33.7,284.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/23/93/picam4B29.jpg"""
Old Fashioned Crumb Cake,436.1,14.7,71.6,5.6,39.9,441.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/17/picxt5qrC.jpg"""
Pear Bread,929.2,35.4,140.3,14.0,73.3,1048.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/22/picsJJHI8.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/2422/7RAvZPQZRnmUfdzaX52C_BB599FCC-3B72-416E-B786-4A26E71E7113.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/22/piczJdEzv.jpg"")"
Blueberry Muffins,161.6,5.0,29.1,4.3,13.1,175.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/41/picO0Dfcz.jpg"""
Home Fries,820.0,1.0,186.1,21.5,8.3,63.9,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/60/pic6nqT8g.jpg"""
Home-Fried Potatoes,751.5,14.4,144.1,16.3,12.2,48.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/62/XRvnfHb9RHaygk0JPTVy_IMG_1433.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/62/picqKPcf4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/62/pic7Lf1mj.jpg"")"
Sweet Potato Casserole,560.1,41.3,46.0,5.5,30.2,264.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/68/pic7xkXDZ.jpg"""
Grandma's Apple Muffins,160.4,7.9,20.9,2.2,12.2,136.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/74/picIXpaza.jpg"""
Chocolatetown Special Cake (Chocolate Cake),331.1,13.2,50.4,5.1,30.7,295.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/picYqDHqV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/piccKcIST.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/picdaXQKE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/picoZLfqS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/picJHVChT.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/95/picBD9bEz.jpg"")"
